Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDE57,OUT045,2192.230903
FDT14,OUT045,1905.720606
NCZ53,OUT046,2991.395093
FDE28,OUT018,3390.094151
FDR19,OUT035,2468.609609
NCF54,OUT019,837.8587143
FDZ08,OUT046,1353.70949
NCJ05,OUT018,2156.827618
FDF59,OUT046,2035.109598
NCO05,OUT035,1749.592886
FDW24,OUT018,565.890226
NCX42,OUT018,2358.151763
NCA53,OUT035,944.457524
FDI45,OUT019,920.5708116
FDG46,OUT046,1868.318962
FDM20,OUT010,1940.798563
FDW11,OUT010,-887.6703913
FDX08,OUT035,3004.238849
NCK17,OUT035,820.5926082
FDK32,OUT018,2185.163828
NCA42,OUT035,2671.08403
DRI01,OUT035,2855.353322
NCL55,OUT049,4080.581046
DRE25,OUT018,1233.209316
FDD14,OUT017,2972.520559
FDB10,OUT046,3722.565883
DRN11,OUT035,2425.406284
FDP38,OUT018,587.0148928
NCA30,OUT017,3035.503701
FDT15,OUT017,3067.824737
NCP55,OUT018,657.2521489
FDF12,OUT035,2515.20348
FDM21,OUT018,3764.174971
FDX56,OUT035,3444.947784
FDF10,OUT017,2428.549147
FDT32,OUT045,2992.216159
FDM51,OUT018,1411.733536
NCR50,OUT018,2166.783081
FDI19,OUT049,3930.552097
FDX21,OUT017,1825.605498
FDR31,OUT035,2516.173071
FDY02,OUT013,4189.982424
NCA29,OUT045,2632.074997
NCX17,OUT046,3617.644963
FDM12,OUT045,3003.37692
FDI53,OUT027,4028.13238
NCU30,OUT049,2688.112497
FDC56,OUT027,3378.47026
FDK27,OUT018,1713.424378
NCK18,OUT017,2724.401421
FDB52,OUT019,2175.229835
DRG25,OUT027,4431.252543
FDZ13,OUT049,992.1260568
FDB57,OUT019,1693.684896
FDR40,OUT046,1401.844228
NCO14,OUT019,-1159.466401
NCN19,OUT045,2956.421589
FDQ28,OUT019,611.7985371
FDO13,OUT018,2351.766008
FDK48,OUT013,1296.276238
FDU07,OUT018,2158.861694
FDW20,OUT046,1973.73259
FDV12,OUT010,-276.473712
FDH24,OUT013,2557.744011
FDV59,OUT049,3521.877767
FDK57,OUT045,1872.601058
FDL16,OUT027,2193.680425
NCQ17,OUT046,2438.158192
FDJ15,OUT018,2716.04265
FDX24,OUT049,1617.669206
FDT47,OUT046,1603.724664
FDT10,OUT049,1147.599144
FDZ37,OUT018,1204.839405
FDW43,OUT027,5128.851306
DRN36,OUT017,1621.044893
FDJ14,OUT045,1307.017576
FDA32,OUT013,3479.118519
FDJ38,OUT019,1163.861351
FDQ57,OUT017,2434.284359
NCQ41,OUT019,1150.131804
FDG56,OUT049,1133.260338
DRC13,OUT027,3469.934199
FDV55,OUT035,2454.745489
FDQ49,OUT045,2490.297937
FDE29,OUT010,-940.9402182
FDR03,OUT013,3330.678549
FDD45,OUT049,1608.158445
FDN38,OUT010,2062.901456
FDT56,OUT046,992.4905293
FDT48,OUT045,3124.675245
FDU03,OUT049,3003.36296
FDC56,OUT010,-23.39101837
NCO43,OUT027,3030.483764
FDQ27,OUT017,1781.93364
FDR03,OUT046,3315.70193
DRH23,OUT010,-1070.3358
FDG22,OUT045,644.9840545
NCJ42,OUT013,1686.955257
FDR24,OUT046,1508.639919
FDW60,OUT035,3001.829854
FDJ08,OUT013,3036.81381
DRL59,OUT018,589.5491333
FDG60,OUT010,1762.118552
FDW27,OUT017,2619.010026
FDX14,OUT018,982.607565
FDC20,OUT013,974.9949254
NCS29,OUT018,3856.753664
FDJ56,OUT046,1596.497057
FDB20,OUT019,-637.6854618
FDL28,OUT027,5106.144303
FDW01,OUT018,2143.97081
FDL03,OUT046,3178.979459
FDX22,OUT049,3467.283181
FDJ21,OUT035,2501.999763
FDR31,OUT045,2350.605732
FDG21,OUT035,2582.961674
FDS22,OUT027,2225.477337
FDK08,OUT035,1783.841652
FDE17,OUT018,2184.26664
NCN30,OUT017,1621.532233
FDT50,OUT046,1607.799311
NCX42,OUT049,2694.474174
FDJ12,OUT035,3488.551097
NCA18,OUT027,3310.298837
FDP23,OUT019,1549.263294
FDX12,OUT013,3882.694293
FDN40,OUT018,2159.534396
FDV48,OUT035,1466.140172
NCY54,OUT013,2712.528294
FDL16,OUT010,-1178.335477
FDR45,OUT018,3525.697185
FDJ52,OUT046,2578.520685
DRG01,OUT017,1336.54602
FDP52,OUT013,3722.525527
FDU58,OUT017,3103.714848
FDL02,OUT045,1676.421663
FDG28,OUT013,3933.649373
FDA19,OUT035,2215.943977
FDW46,OUT027,2584.108027
NCD43,OUT049,1751.356537
DRG39,OUT013,886.0045227
NCF55,OUT049,700.8231765
FDJ07,OUT046,1910.516974
FDE08,OUT046,2394.004662
FDP56,OUT019,-1061.544454
FDT45,OUT045,836.2821541
FDF17,OUT018,2826.28547
FDX44,OUT046,1431.793583
FDM28,OUT027,4310.547621
FDI36,OUT049,3279.794162
FDS07,OUT045,1790.694593
FDD36,OUT045,1847.205039
FDW11,OUT046,1005.954761
FDN40,OUT049,2561.159467
NCQ18,OUT049,1636.126092
NCQ54,OUT017,2720.377454
NCS42,OUT045,1403.405477
DRH39,OUT010,-705.4554083
FDC09,OUT027,3173.870874
FDT08,OUT010,497.2056521
FDC08,OUT035,3747.340062
FDT20,OUT017,737.6249106
FDS35,OUT035,1196.019834
FDX58,OUT018,2623.904534
FDW58,OUT046,1703.226204
DRD27,OUT046,1583.98993
FDH32,OUT019,-328.6150737
FDS26,OUT035,4281.702217
FDQ31,OUT046,1459.948159
FDP11,OUT018,3196.129618
FDD58,OUT017,1700.527933
FDM33,OUT045,3393.996248
FDZ16,OUT049,3219.836961
NCS29,OUT010,2233.180068
NCM18,OUT019,-943.8803022
FDP11,OUT049,3569.778165
NCC42,OUT017,2323.168189
DRM23,OUT046,2709.49928
NCN55,OUT027,5203.481193
FDK46,OUT013,4109.526344
FDR01,OUT046,3198.598718
NCA05,OUT045,2320.012178
NCP43,OUT017,2894.9859
FDR12,OUT010,850.6376864
FDQ01,OUT013,4091.960598
FDM13,OUT046,2105.148909
FDQ19,OUT017,3982.488241
FDK56,OUT019,1022.984134
NCX06,OUT010,975.983196
FDO56,OUT027,3404.765165
FDU45,OUT045,1805.527962
FDI16,OUT019,-975.0257354
FDL32,OUT046,1844.44417
FDA07,OUT046,2033.40157
FDA14,OUT045,2292.843768
FDV46,OUT027,3697.651393
NCO07,OUT035,3503.972364
NCP41,OUT046,1687.997736
FDY60,OUT018,2043.863791
FDN38,OUT017,4089.913489
FDO15,OUT046,1278.372062
FDT60,OUT013,1992.153791
FDA55,OUT035,3737.103784
FDE02,OUT010,-399.3105759
DRJ39,OUT049,3581.986288
FDV34,OUT035,1424.243142
FDS20,OUT027,4377.827609
FDF02,OUT027,3100.855493
FDW40,OUT017,2409.854114
NCB43,OUT046,2924.852178
FDR58,OUT017,1571.357145
DRJ59,OUT035,825.8148694
NCD30,OUT017,1665.90327
FDE14,OUT017,1720.699455
FDC28,OUT018,1470.295397
FDU16,OUT018,1135.948488
NCD19,OUT035,1065.607755
FDU21,OUT046,658.2069678
FDV59,OUT027,4891.733937
FDU03,OUT045,2875.938802
FDC33,OUT010,1287.703494
NCR42,OUT035,732.0730103
DRH59,OUT035,1364.179981
NCM31,OUT035,2399.357244
FDS50,OUT035,3663.329861
FDP39,OUT046,875.340178
FDQ55,OUT013,1961.522438
FDV36,OUT019,111.1215695
FDI05,OUT027,2732.014051
FDS45,OUT027,3227.939138
FDA39,OUT045,625.3708522
FDC37,OUT010,-157.7855732
FDJ60,OUT027,4139.163451
DRQ35,OUT046,1959.141243
NCJ06,OUT046,1900.943286
NCY42,OUT018,2021.807197
DRM37,OUT049,3194.392382
FDR14,OUT045,789.4617847
FDE51,OUT049,885.2927063
FDT33,OUT017,2791.501705
FDR08,OUT013,1847.468474
FDE36,OUT010,735.9142232
FDL22,OUT019,-426.8413722
FDR44,OUT013,2174.480735
FDI56,OUT019,-462.132896
FDE47,OUT010,123.9031748
FDV27,OUT010,-407.4154342
FDV10,OUT049,854.1979368
FDC40,OUT045,1266.0292
NCX41,OUT013,3348.856022
NCQ38,OUT027,3127.487543
FDV12,OUT027,3115.999518
FDE52,OUT017,1571.936726
FDG20,OUT027,4287.012767
FDV16,OUT027,2079.379519
FDI32,OUT017,1898.876245
FDJ32,OUT049,1122.382001
FDN39,OUT018,2462.395209
FDY34,OUT017,2805.88982
FDC14,OUT035,896.6559435
FDA55,OUT017,3684.735742
FDZ50,OUT010,1011.461132
DRG13,OUT049,2716.612247
FDP01,OUT013,2510.745135
NCG54,OUT017,2803.138054
FDM13,OUT045,2064.033071
NCO18,OUT027,4270.485279
NCW41,OUT013,2505.331985
FDM52,OUT027,3821.702515
NCF55,OUT035,738.99668
FDT09,OUT046,2156.605935
NCM19,OUT035,1906.106352
FDW12,OUT018,2113.836936
FDP15,OUT019,2133.631747
FDK36,OUT045,775.7329233
FDZ25,OUT035,2927.294864
NCW06,OUT049,3140.653788
FDW60,OUT046,2891.356035
DRC49,OUT013,2334.924368
NCT17,OUT035,3134.311567
NCN06,OUT018,2308.252453
FDC45,OUT013,2727.999924
DRJ47,OUT019,813.8769084
NCF06,OUT045,4012.455596
FDE21,OUT010,-14.68381961
DRG27,OUT013,700.1847776
FDW40,OUT049,2394.561454
NCO53,OUT046,2879.148129
FDE23,OUT049,896.7358806
FDQ16,OUT046,1752.020519
FDS26,OUT045,4035.322647
FDZ13,OUT010,-1096.287079
FDS14,OUT049,2597.522416
FDC10,OUT045,1898.656715
FDY16,OUT049,3074.943713
FDJ20,OUT035,2191.766247
FDV43,OUT035,866.7854989
FDZ32,OUT027,3206.215624
FDR23,OUT046,2773.872779
FDN24,OUT035,1017.428608
FDE34,OUT027,4345.293411
FDU31,OUT013,3535.376126
FDW33,OUT018,1448.003799
FDU26,OUT046,1930.162369
FDE20,OUT027,4204.952156
NCW05,OUT035,1804.207658
FDB22,OUT018,2147.768522
FDO56,OUT046,1914.704469
FDA19,OUT027,3530.314183
DRI39,OUT045,852.8935453
FDH52,OUT018,769.4671104
FDZ50,OUT035,3088.809918
NCN42,OUT035,2480.203011
FDB53,OUT013,2383.168949
DRG11,OUT017,1829.029079
DRK11,OUT027,3821.316129
FDQ60,OUT017,2085.909352
FDT36,OUT017,668.0564481
DRG25,OUT018,2663.03606
DRJ23,OUT046,3006.713333
FDG05,OUT035,2705.569417
NCK06,OUT018,1659.475265
FDU52,OUT017,2555.541933
FDW07,OUT018,1174.802738
NCM17,OUT045,677.718249
FDA22,OUT045,2626.270066
NCA41,OUT018,2781.845001
FDF38,OUT035,907.483582
FDH52,OUT046,1075.469227
FDY58,OUT019,1686.54501
FDZ16,OUT045,3062.922331
NCM18,OUT017,1077.456853
FDA22,OUT018,2375.33761
NCJ43,OUT035,2933.873356
FDI34,OUT027,5131.98682
FDG56,OUT046,1050.102649
FDS34,OUT046,1893.656591
DRC01,OUT035,1031.647345
FDQ04,OUT035,820.2048403
FDK04,OUT035,1116.079815
FDT51,OUT049,1927.113826
FDV26,OUT017,3236.681947
FDS04,OUT049,2380.605703
FDW43,OUT018,3380.009013
FDQ28,OUT010,584.8482458
NCK06,OUT017,2023.616039
FDS23,OUT018,1794.474276
FDZ36,OUT019,1118.511194
FDE56,OUT018,769.919754
FDW10,OUT027,4230.502362
NCN14,OUT045,2854.73948
NCQ18,OUT045,1490.08996
FDW08,OUT017,1806.210308
FDU43,OUT035,3924.358409
FDR33,OUT010,-151.2469798
FDM24,OUT010,530.0422669
NCZ05,OUT046,1636.596157
NCV41,OUT035,1940.369333
FDV11,OUT018,2528.433108
NCY05,OUT035,758.2017167
FDV44,OUT018,2767.501121
FDW32,OUT049,1504.535949
NCU18,OUT027,3708.10116
NCC43,OUT035,4091.982012
FDW19,OUT013,1865.651928
FDN31,OUT035,3185.962204
FDI48,OUT045,838.2208805
FDS24,OUT017,1586.154012
FDF46,OUT049,1954.573066
DRG23,OUT017,2492.001589
FDG14,OUT018,2178.589495
NCY30,OUT049,2926.38626
FDO28,OUT018,1687.770484
DRD24,OUT035,2414.322444
FDI33,OUT049,1565.571924
FDN32,OUT046,2954.863576
FDR16,OUT045,3353.841343
FDF26,OUT046,2497.599591
NCN29,OUT018,529.9672994
FDE20,OUT045,2685.619698
FDA46,OUT046,3039.658895
FDU28,OUT045,2962.013551
FDQ48,OUT045,1601.77099
FDV36,OUT013,2080.153775
FDR14,OUT018,580.4345546
FDP23,OUT017,3528.472615
FDP56,OUT013,893.9865831
FDK48,OUT010,-654.7316516
FDR48,OUT046,2415.810031
NCY29,OUT049,1020.756448
FDM22,OUT018,660.8111739
DRJ01,OUT013,2596.570175
FDZ43,OUT045,3849.157746
FDV03,OUT035,2609.273934
FDX11,OUT027,4367.040693
NCA41,OUT027,4503.938899
FDE38,OUT017,2755.286114
FDI27,OUT018,540.2829183
FDN32,OUT013,2950.910755
NCN43,OUT017,2023.074779
FDB47,OUT027,4733.039441
FDV03,OUT017,2564.6727
NCN30,OUT045,1516.0624
NCV54,OUT010,6.559525494
FDV07,OUT013,1811.262356
FDP07,OUT049,3232.432236
FDK48,OUT018,935.7603807
FDM15,OUT019,555.1216609
FDY19,OUT027,3346.33148
FDK46,OUT046,4101.042653
FDY11,OUT045,1088.985394
FDH09,OUT046,874.9246335
FDO08,OUT027,4129.350293
FDU14,OUT013,3989.442957
FDD22,OUT027,3261.101266
FDM27,OUT017,2614.128889
FDL02,OUT027,3196.190475
NCA17,OUT035,2469.134621
FDE38,OUT019,729.3030676
NCG07,OUT049,3068.356366
DRC27,OUT013,3917.988298
FDA27,OUT035,4220.980726
FDW40,OUT045,2248.528713
DRI11,OUT013,1879.129065
FDN50,OUT046,1581.77206
FDR12,OUT046,2771.001109
FDT34,OUT027,3113.452937
FDW11,OUT035,1167.701128
NCO30,OUT027,4350.173728
FDZ34,OUT017,3170.22338
FDU45,OUT017,1952.93081
NCD42,OUT035,769.1604785
FDX25,OUT045,2818.94735
NCR29,OUT046,915.4069021
FDX43,OUT019,782.950524
FDB04,OUT010,-461.6240815
FDR49,OUT027,2215.115252
FDS39,OUT018,2001.588456
FDW58,OUT045,1662.131973
FDG22,OUT019,-1203.399047
FDG31,OUT017,1131.632765
NCV53,OUT027,5216.379917
DRJ37,OUT035,2531.348322
FDV07,OUT035,1930.347518
FDW52,OUT018,2414.239748
FDT15,OUT045,2926.642801
FDD02,OUT018,1632.503661
FDM16,OUT035,1406.904604
NCE55,OUT046,2750.826119
FDB57,OUT018,3285.609376
FDQ04,OUT013,760.1673698
FDQ47,OUT019,-1311.407603
FDY14,OUT019,2257.375034
DRK37,OUT017,3072.91866
FDO25,OUT017,3399.553827
FDL57,OUT046,4141.565919
NCK29,OUT018,1665.135028
FDK46,OUT027,5562.386016
NCB43,OUT010,990.3542295
DRE01,OUT027,5222.951044
FDC46,OUT018,2647.812071
FDQ23,OUT045,1642.40767
FDX38,OUT049,980.15363
FDG60,OUT018,3454.189382
FDW55,OUT017,4046.924985
FDP39,OUT013,869.8444151
FDB20,OUT018,1017.035371
FDV21,OUT017,2080.122112
FDZ02,OUT013,1648.464242
FDP19,OUT027,3489.155042
FDA38,OUT035,3988.48608
FDH22,OUT045,1964.243057
DRM11,OUT045,4060.891565
FDO12,OUT027,4539.810104
FDT14,OUT049,2056.416916
FDW34,OUT010,1943.865423
FDG04,OUT027,4452.302197
FDW59,OUT018,1117.125787
FDR33,OUT018,1493.43906
FDP32,OUT013,2098.926967
FDL13,OUT027,5172.45969
FDD22,OUT013,1851.050577
FDV40,OUT027,2628.152717
NCD55,OUT046,688.307123
FDQ20,OUT010,-1188.441734
FDD28,OUT045,913.1283608
FDC39,OUT045,3233.151336
NCR17,OUT049,1968.69749
DRO35,OUT018,1584.200301
FDF40,OUT049,4086.095405
FDR31,OUT018,2082.600183
NCQ41,OUT017,3160.327052
FDP38,OUT046,846.3954022
NCU54,OUT027,4732.304163
FDG22,OUT018,373.8749753
DRK59,OUT013,3719.033252
FDC37,OUT046,1719.290963
NCO42,OUT013,2340.468339
NCT42,OUT017,2473.881727
FDX27,OUT035,1704.406424
FDV40,OUT018,949.1141378
FDT45,OUT027,2361.374603
FDS47,OUT019,-506.9800089
FDR45,OUT035,3920.407692
FDB03,OUT045,3746.842126
FDO49,OUT035,1072.607059
FDU60,OUT027,4153.691495
FDB26,OUT018,643.1825425
FDB46,OUT017,3507.491817
FDQ37,OUT019,1183.894348
FDN03,OUT017,4089.511237
NCX30,OUT045,3853.949508
FDK32,OUT019,591.7790861
DRM47,OUT013,3069.529415
NCO02,OUT046,1077.004936
FDP04,OUT013,1103.535753
NCO43,OUT049,1710.164305
FDD59,OUT013,1397.700078
FDQ10,OUT017,2826.795135
FDW45,OUT035,2514.338305
NCK30,OUT049,4104.535772
FDU31,OUT018,3182.072279
NCQ17,OUT019,510.7292169
FDN01,OUT017,2880.123946
FDZ19,OUT049,2875.675294
DRG37,OUT017,2563.538883
FDE32,OUT045,595.602255
FDO34,OUT049,2774.319121
FDM04,OUT019,-1000.680257
FDZ25,OUT049,2862.706486
FDU08,OUT049,1712.14993
NCW30,OUT045,4018.351421
NCM18,OUT013,1009.230168
FDS22,OUT035,913.5878144
NCH18,OUT017,3939.13343
FDC23,OUT013,2874.587191
FDY46,OUT013,2990.143703
NCU06,OUT046,3597.584955
FDX57,OUT045,1578.892162
FDX36,OUT027,5029.633064
FDL16,OUT045,707.4049611
FDT16,OUT010,2250.635804
FDN16,OUT018,1421.574571
FDC03,OUT046,3152.113326
DRF60,OUT013,3788.711176
FDS27,OUT027,4603.092475
FDP33,OUT010,2098.168855
FDJ36,OUT018,1375.746854
NCR42,OUT013,571.0398641
FDV14,OUT017,1492.363365
NCP42,OUT035,3230.750681
FDB50,OUT027,2714.470894
NCC30,OUT027,4242.844143
FDA23,OUT018,1366.622991
FDW16,OUT017,1612.240108
FDQ52,OUT010,1974.841215
FDB58,OUT049,2447.025589
NCP29,OUT049,1132.236555
NCM05,OUT045,4090.025739
FDO25,OUT013,3359.362479
NCM54,OUT046,2018.953121
NCL54,OUT046,2724.705996
FDL39,OUT010,1004.559696
FDF53,OUT018,2619.611601
NCQ42,OUT035,2171.59086
FDF58,OUT013,1078.282656
FDZ04,OUT035,1208.394514
FDE26,OUT019,371.9102575
FDS60,OUT017,2943.962614
FDV58,OUT017,3201.92561
FDM04,OUT045,855.7807405
FDE08,OUT035,2487.389571
NCB43,OUT049,3025.089647
FDU11,OUT010,17.30683966
FDF22,OUT019,1464.311791
FDE24,OUT013,2282.099653
DRJ49,OUT046,2096.668345
NCQ53,OUT035,3852.752302
NCL41,OUT013,621.7255595
FDR22,OUT013,1864.832012
FDH04,OUT035,1697.906584
DRH15,OUT045,657.6902682
FDY40,OUT049,961.1330441
NCI17,OUT035,1688.381406
NCC18,OUT013,2762.669651
FDY28,OUT027,4821.682031
FDB45,OUT027,3138.002173
NCL30,OUT018,1731.795028
FDM10,OUT017,3450.101865
FDH22,OUT027,3482.522834
NCZ53,OUT017,3086.834774
NCI18,OUT013,3532.669922
FDH14,OUT027,3766.381972
FDR36,OUT027,2217.609375
FDW01,OUT045,2363.819882
FDK02,OUT027,3362.040404
FDJ02,OUT018,2118.464524
FDU55,OUT013,4144.68391
NCV18,OUT027,2791.715243
FDH14,OUT018,1985.018568
FDZ37,OUT045,1441.757162
FDX49,OUT049,3812.201055
NCD43,OUT046,1672.839231
FDZ07,OUT013,1079.631907
FDK43,OUT035,2182.610747
FDR32,OUT018,3387.382053
FDT39,OUT013,2511.108039
NCV54,OUT017,1999.299761
FDF38,OUT018,486.3633213
FDV60,OUT046,3155.275594
FDH44,OUT027,3817.326277
FDS21,OUT046,1061.046681
NCL41,OUT045,539.5113034
FDM46,OUT017,1591.735991
FDU27,OUT045,795.2810461
NCJ54,OUT017,3746.843117
DRG51,OUT018,2361.406677
NCA29,OUT019,794.520042
FDR47,OUT045,3019.885677
NCL19,OUT027,3700.536829
DRG01,OUT049,1328.596192
FDG10,OUT046,1020.308781
NCV05,OUT049,2515.830259
NCH18,OUT019,1930.263583
FDV14,OUT018,1131.343513
DRJ23,OUT035,3151.369008
DRJ11,OUT046,2950.098754
FDZ03,OUT017,3075.819393
FDI27,OUT010,-1088.836307
FDJ14,OUT018,1104.265725
FDU32,OUT017,2035.358765
FDD47,OUT027,4196.676645
DRF36,OUT035,3158.495331
FDM21,OUT046,4071.750707
FDV10,OUT018,499.1948739
FDH60,OUT018,2845.859283
FDX47,OUT010,633.0527996
FDT19,OUT019,879.9645963
FDO11,OUT045,3960.738678
FDH24,OUT027,3973.824558
FDL02,OUT018,1487.626399
FDB02,OUT049,2949.007413
FDA43,OUT046,3101.510273
FDG52,OUT045,729.0323172
DRC12,OUT013,3024.658458
FDY37,OUT018,2042.192643
NCU18,OUT045,2180.33171
FDU09,OUT035,1125.18735
DRJ25,OUT027,2241.027804
DRE12,OUT018,1530.082264
DRL47,OUT017,2080.511645
DRK01,OUT046,1539.291893
FDC22,OUT019,1144.186361
FDG44,OUT013,910.7446394
FDW04,OUT035,2279.931735
FDK09,OUT049,3695.513656
NCN43,OUT035,2090.909246
FDG04,OUT049,3087.313931
FDH32,OUT010,-384.1120379
DRI47,OUT017,2407.345316
DRE15,OUT013,1257.454131
FDY11,OUT035,1316.689133
FDO60,OUT049,855.1354026
FDQ20,OUT018,436.526821
FDO57,OUT027,4006.311316
FDT14,OUT019,37.92192139
FDA57,OUT049,791.4389319
DRN35,OUT017,692.4336005
FDJ03,OUT046,884.4188069
FDX28,OUT017,1712.446251
DRE25,OUT045,1406.452801
FDR09,OUT046,4099.676214
FDB23,OUT035,3777.742088
FDO08,OUT045,2599.205448
FDQ23,OUT049,1743.374847
FDW04,OUT013,2163.957998
DRK13,OUT010,1189.845817
NCL17,OUT027,3690.211567
FDY21,OUT035,3205.792326
FDJ38,OUT027,4489.938381
FDA37,OUT019,170.2340796
FDV43,OUT013,780.3344216
FDL36,OUT046,1482.175372
FDD53,OUT045,647.3407
FDZ19,OUT010,880.8206064
FDV21,OUT045,1939.051684
NCL54,OUT018,2449.820085
DRI47,OUT027,3748.571855
DRG03,OUT049,2565.370878
FDG21,OUT013,2442.142834
FDW03,OUT018,1467.839721
NCI55,OUT046,1926.690429
DRC36,OUT019,920.4564492
FDH22,OUT017,2134.863422
FDV20,OUT045,2033.483117
NCU41,OUT027,4483.274219
FDN46,OUT027,3155.008544
FDK50,OUT045,2534.916315
NCA05,OUT027,3787.254291
DRH01,OUT018,2454.42527
FDT08,OUT018,2112.859947
FDM08,OUT018,3316.160446
FDZ07,OUT035,1183.170732
FDS22,OUT017,906.3235417
FDV35,OUT027,3928.235031
FDI28,OUT010,-626.2263877
FDW58,OUT027,3197.706663
FDT52,OUT045,3865.622913
FDY34,OUT046,2668.482777
FDR10,OUT046,2568.154652
FDK57,OUT017,2021.518682
FDR02,OUT027,3219.518868
FDX49,OUT046,3735.269352
FDQ20,OUT046,700.5660811
DRK23,OUT045,3908.911513
NCW06,OUT046,3012.431812
FDR31,OUT017,2474.691669
NCE43,OUT013,2681.393579
DRO59,OUT027,2687.087462
FDN09,OUT049,3966.844985
FDR11,OUT046,2589.975225
FDO57,OUT013,2594.779475
NCX18,OUT017,3191.947976
FDB05,OUT018,3653.463124
FDQ08,OUT018,775.5241571
NCG43,OUT035,1636.278114
FDJ56,OUT013,1650.063458
FDA13,OUT010,-1300.260565
FDO56,OUT017,2007.009049
FDB37,OUT018,3559.854909
FDZ02,OUT018,1340.201379
FDQ24,OUT046,3941.704575
FDM16,OUT013,1295.588142
FDU35,OUT049,1707.594322
FDT35,OUT035,2868.581227
NCX30,OUT049,3987.543994
FDG04,OUT017,3074.7378
FDI12,OUT035,1585.190212
FDE35,OUT035,1193.055534
NCP14,OUT027,3119.978919
NCY53,OUT045,1689.124711
FDP49,OUT017,1050.741007
FDQ04,OUT017,806.6397047
FDM39,OUT035,2995.369193
FDO58,OUT019,695.1855696
FDC56,OUT017,1994.363298
NCQ54,OUT046,2645.119326
FDV10,OUT027,2214.61301
NCK17,OUT046,668.1687548
NCF55,OUT027,2060.615849
FDV33,OUT013,4182.890487
NCH29,OUT019,-360.3560114
FDA37,OUT027,3505.237144
FDH46,OUT018,1421.163261
FDS25,OUT035,1955.263547
FDH04,OUT027,2960.155316
FDX52,OUT046,3083.051663
NCD42,OUT017,710.6398075
FDW47,OUT017,2048.652073
FDL25,OUT027,2981.888193
NCJ06,OUT010,-1.278911943
FDY09,OUT013,2800.207798
FDS40,OUT046,638.2646873
FDH41,OUT017,3491.70474
FDG38,OUT035,1575.657558
FDU03,OUT027,4353.03323
FDV20,OUT046,2088.580348
DRB13,OUT045,3012.712919
NCQ30,OUT013,1945.213066
NCH06,OUT013,3871.853025
FDU50,OUT018,1585.082537
NCO42,OUT019,404.0872557
FDW09,OUT018,1080.723293
FDH04,OUT013,1560.174316
FDC21,OUT045,1727.771141
FDL21,OUT049,844.168003
FDM46,OUT010,-432.1666059
FDT22,OUT019,-921.9773137
FDB28,OUT035,3289.330793
FDI12,OUT018,1196.621483
FDA28,OUT045,2013.350554
FDF59,OUT013,2079.331639
FDM45,OUT027,3447.216648
FDQ56,OUT017,1437.139318
FDR46,OUT049,2411.326827
FDT01,OUT013,3407.565492
FDD16,OUT027,2679.804447
NCU30,OUT010,641.7470947
FDM40,OUT010,344.6726235
FDI56,OUT035,1652.476104
NCS30,OUT013,2044.722064
FDU08,OUT017,1697.999266
FDX51,OUT027,4595.122432
FDA43,OUT045,3065.054717
FDX59,OUT010,-1321.913728
FDC37,OUT018,1441.265661
FDP58,OUT013,3479.406985
NCY42,OUT035,2410.288964
FDF21,OUT018,2777.903181
FDU10,OUT027,2150.846593
DRL47,OUT018,1710.16759
FDA58,OUT018,3481.484043
FDJ22,OUT049,3156.170176
FDK50,OUT046,2566.693234
FDO38,OUT035,1419.984641
DRF60,OUT035,3921.77617
NCZ42,OUT019,1825.309381
FDD35,OUT049,2018.133591
FDL25,OUT045,1478.860121
FDJ16,OUT013,974.240704
DRK59,OUT049,3793.700986
FDI50,OUT046,3703.559926
NCB19,OUT045,1332.363933
DRI37,OUT035,1111.082607
FDA14,OUT027,3808.769776
FDC08,OUT018,3354.459163
FDS45,OUT046,1740.760577
FDI21,OUT049,1195.025746
DRJ47,OUT035,2902.544286
DRE37,OUT027,4422.098441
FDT55,OUT018,2289.35312
NCG42,OUT027,3495.332458
FDA31,OUT049,2814.407192
NCW42,OUT046,3480.32645
FDF50,OUT017,3176.7232
FDK56,OUT049,3050.22531
FDX10,OUT035,813.844099
NCK07,OUT027,4025.246618
FDZ49,OUT017,3627.542769
FDR33,OUT013,1793.920236
FDO44,OUT018,1508.508002
FDA20,OUT046,2964.255133
NCL30,OUT045,1967.173397
FDI05,OUT019,-668.7722724
FDQ12,OUT018,3344.085968
FDH47,OUT017,1680.513081
FDH34,OUT018,2684.888284
FDF29,OUT046,2154.838875
FDG40,OUT018,326.0789052
NCE18,OUT017,4006.392891
FDP21,OUT010,1148.172046
FDY50,OUT013,1458.51839
FDB36,OUT049,2215.906744
NCZ29,OUT049,2108.078128
FDU20,OUT018,1684.158111
FDO56,OUT013,1971.35064
FDW31,OUT049,3282.43296
DRH59,OUT013,1241.991658
NCB30,OUT017,3200.010222
FDK43,OUT027,3507.572334
FDW43,OUT045,3618.481741
NCL19,OUT017,2326.325536
FDJ27,OUT046,1646.330369
FDC45,OUT046,2682.211368
FDY40,OUT035,1041.152795
NCM41,OUT035,1614.463729
NCK18,OUT019,711.5982645
FDP37,OUT049,2158.271215
FDA27,OUT027,5531.768508
NCX30,OUT035,4033.487915
FDR09,OUT017,4137.558015
FDG08,OUT027,4211.899307
NCU30,OUT013,2634.830004
FDB16,OUT017,1522.737937
FDM16,OUT017,1346.800998
